text,label_aktual,sentimen_aktual,pred_111,sentimen_pred_111,pred_631,sentimen_pred_631,pred_811,sentimen_pred_811
"[ ILKOM PEDULI | AKSI GALANG DANA KEMANUSIAAN UNTUK KORBAN BANJIR PULAU SUMATRA ] Assalamu'alaikum Warahmatullaahi Wabarakaatuh Hidup Mahasiswa! Hidup Rakyat Indonesia! Hidup Perempuan Indonesia! We Are One We Love IT! | Selasa, 09 Desember 2025 | Hello Ilkomers! 1 24",0,negatif,2,positif,0,negatif,0,negatif
"Ya Allah, ga berharap lagi, sedikitpun ga berharap sama pemerintah, yang mana pun, cuma berharap, semua teman teman, keluarga dan korban dari banjir ini, selalu dalam perlindungan Allah, dan semoga semuanya membaik ya Allah, setelah bencana, semua ga akan sama lgi ( 11",0,negatif,2,positif,0,negatif,0,negatif
"Temuan menunjukkan deforestasi di Aceh, Sumatra Utara, dan Sumatra Barat melonjak tiga kali lipat dalam sepuluh bulan terakhir. Peningkatan ini disinyalir menjadi salah satu penyebab bencana banjir besar yang merenggut ratusan korban jiwa di wilayah tersebut Laju hujan",0,negatif,1,netral,0,negatif,0,negatif
"gila ya. gajah itu hewan yg ramah, lucu, manis. di 2004 gajah digunakan untuk membantu evakuasi pasca tsunami aceh. dan sekarang mereka jg digunakan untuk membantu evakuasi banjir di pidie jaya. dan manusia masih nanggep gajah sbg hama dihabitat mereka sndiri 77",0,negatif,0,negatif,0,negatif,0,negatif
"Selamat Siang Bantuan datang untuk warga Sumut, next kita update Sumbar dan Aceh ya. Relawan Rumah Zakat menuju lokasi yang terkepung banjir di Sumatera Utara tepatnya di Kecamatan Batang Toru, Tapanuli Selatan. (Rabu, 3 Desember 2025) 2 2 5 434",2,positif,2,positif,2,positif,2,positif
"Diterjang banjir bandang, rumah rusak, hidup sempat porak-poranda. Tapi warga Tapanuli Selatan, Sumatera Utara, memilih nggak menyerah. Kayu gelondongan yang hanyut terbawa banjir justru dimanfaatkan untuk membangun rumah kembali. Bareng TNI dan Brimob, warga gotong royong 1 114",0,negatif,2,positif,2,positif,0,negatif
Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Daerah Sumsel Tiba di Polres Tapanuli Selatan Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam di wilayah Provinsi Sumatera Selatan akhirnya tiba di Polres Tapanuli 1 41,0,negatif,2,positif,0,negatif,0,negatif
Dukungan moral bagi pegawai Lapas yang terdampak banjir sangat penting untuk menjaga integritas pelayanan. Taruna Poltekpin hadir membantu membersihkan rumah dinas mereka sebagai bentuk solidaritas sesama keluarga besar Kementerian Hukum. Kemenkum Jabar - Asep Sutandar 1 1 33,2,positif,2,positif,2,positif,2,positif
Polda Sumatera Selatan menggelar kegiatan pelepasan bantuan kemanusiaan untuk korban bencana alam di Provinsi Sumatera Utara pada Rabu (3/12/2025) pukul 13.30 WIB di depan Gedung Presisi Mapolda Sumsel. Kegiatan ini dipimpin langsung Kapolda Sumsel Irjen Pol. Andi Rian R. Djajadi 43,0,negatif,2,positif,0,negatif,0,negatif
"Data BNPB mencatat 744 tewas dan 551 hilang akibat banjir bandang di Aceh, Sumatera Utara, dan Sumatera Barat. Akses yang terputus membuat evakuasi di banyak desa berjalan lambat. 1 157",0,negatif,0,negatif,0,negatif,0,negatif
"Saya tanya ""ngikutin gak soal penanganan banjir di aceh smubar sumut. ?"" Beliau2 menjawab tdk tahu Dan besoknya nimbrung cerita klo p prab sudah turun kelapangan gercep banget hadir bersama rakyat. Muncul di fyp tiktoknya. Mantab bukan? 1 18",2,positif,0,negatif,0,negatif,0,negatif
"POLDA SUMSEL LEPAS BANTUAN KEMANUSIAAN UNTUK KORBAN BENCANA DI PROVINSI SUMATERA UTARA Call Center 110 (Bebas Pulsa) ""KAMI SIAP MELAYANI 24 JAM"" musisatu kapoldasumsel humaspoldasumsel poldasumsel listyosigitprabowo kapolri polisiindonesia polripresisi 31",0,negatif,2,positif,0,negatif,0,negatif
Bener lampung banjir bandang ? 24,0,negatif,1,netral,0,negatif,0,negatif
"Akun parodi Kog kompak begini ya pernyataannya ? Ingat buat pejabat2 terkait, jmlh korban banjir di Sumatera bnyk bngt lho, belum lagi harta benda yg hilang terkubur atau hanyut terbawa air. Kalian gak takut murka Tuhan? Bgmna jk bencana ini menimpa kalian !? Apa msh bisa ngomong bgtu ? 1 4 94",0,negatif,0,negatif,0,negatif,0,negatif
"Bersama, kita wujudkan pelayanan publik yang lebih baik! imigrasisibolga kemenimipas kanwilditjenimsumut infoimipas 12",0,negatif,2,positif,2,positif,2,positif
"Ancaman Penyalahgunaan Bantuan, KPK Turun Mengawasi Pemulihan Aceh–Sumut–Sumbar goriau. Ancaman Penyalahgunaan Bantuan, KPK Turun Mengawasi Pemulihan Aceh–Sumut–Sumbar JAKARTA – Gelombang bantuan tengah mengalir ke Aceh, Sumatera Utara, dan Sumatera Barat setelah banjir dan longsor melanda tiga provinsi tersebut. Di t... 36",0,negatif,2,positif,2,positif,0,negatif
"Kalau bantuan pemerintah musti siapkan KK dan KTP secara sdh hanyut serta rumah segala isinya. Bantuan Artis/Influencer gak perlu pake begituan, soalnya perut gak ngerti dokumen Administrasi pemerintahan, taunya Lapar doank. Fcuk 1 189",0,negatif,0,negatif,0,negatif,0,negatif
"Sumpah ya, Sakit hati banget liat banjir di Sumatra. Mana pejabatnya nganggep ini sepele lagi. Ini banjir besar lho ya, karna kerakusan para pejabat yang ngerusak alam. ngga punya empatikah mereka? ga punya rasa malu kah? kalau pejabat kaya gini lepas aja jabatannya, ga guna. 35",0,negatif,0,negatif,0,negatif,0,negatif
• Gempa Yogya 2006 korban meninggal 6.000 jiwa BUKAN BENCANA NASIONAL • Gempa Palu 2018 korban meninggal 4.000 jiwa BUKAN BENCANA NASIONAL • Banjir Sumatra 2025 korban meninggal 1.000 jiwa BUKAN BENCANA NASIONAL - 2 Presiden sebelumnya kok ga dimaki krn ga BENCANA NASIONAL. 49,0,negatif,0,negatif,0,negatif,0,negatif
"Wakil Panglima TNI Jenderal TNI Tandyo Budi R. meninjau langsung lokasi banjir bandang dan tanah longsor di Desa Garoga dan Batuhulu, Tapanuli Selatan, Sumatera Utara, Sabtu (6/12/2025). Desa Garoga menjadi salah satu wilayah dengan kerusakan terparah, di mana akses jalan utama 1 8 20 873",0,negatif,1,netral,1,netral,0,negatif
Tetap terpantau wahai Babi Ini kondisi kejadian 6/1/26 di satu desa di Aceh Tengah. Wih nggile. Silakan respon Babi 4 11 47,1,netral,1,netral,0,negatif,0,negatif
Bupati Aceh Selatan Minta Maaf Usai Umrah Tanpa Izin Saat Bencana Banjir banjirbandang banjirsumatera bupatiaceh kapanlagi kapanlagihariini kapanlagiwhatshot klmmd 1 310,1,netral,1,netral,0,negatif,0,negatif
Kehadiran Tim Trauma Healing POLDA RIAU membantu pemulihan psikologi korban bencana longsor dan banjir bandang di Sumatera Barat. Bukti kesiapan Polri dalam menghadapi situasi darurat ! ----- Selasa Red Bull sumut sumbar Pecat Menhut Launch 1 4 419,0,negatif,2,positif,0,negatif,0,negatif
"Setelah Aceh, Sumut, Sumbar, kini Kalimantan, datang banjir bandang, Apa yang salah dengan negeriku ini Ya Allah?? 1 450",0,negatif,0,negatif,0,negatif,0,negatif
"Kembali, Masyarakat Sumsel Kirim Bantuan Kemanusiaan Bagi Para Korban Bencana Alam di Aceh Tamiang. GubernurSumsel WakilGubernurSumsel HermanDeru CikUjang DiskominfoSumsel PemprovSumsel 49",0,negatif,2,positif,0,negatif,0,negatif
"Setelah hampir satu pekan berada di Tapanuli Tengah dan Sibolga, Gubernur Sumatera Utara Bobby Nasution, menyampaikan kondisi terkini penanganan daerah terdampak bencana banjir dan longsor. SUMATRA",1,netral,1,netral,2,positif,2,positif
"Bencana banjir kembali melanda wilayah Sumatera Selatan, tepatnya di Kabupaten Muara Enim, pada Sabtu (13/12) pagi. banjir sumatra muaraenim merdeka. Banjir Muara Enim Rendam Tiga Desa, Puluhan Rumah Terdampak Akibat Luapan Sungai Kelekar Tiga desa di Kabupaten Muara Enim dilanda Banjir Muara Enim akibat luapan Sungai Kelekar, merendam puluhan rumah dan membuat ratusan warga terdampak. Bagaimana situasi terkini? 458",1,netral,1,netral,0,negatif,0,negatif
"Menhut Raja Juli PSI dungu! Ada bencana banjir bandang Sumut, Aceh, dan Sumbar yang mendewasakan 600 orang lebih malah dibilang momentum yang baik. Dia juga tidak merasa bersalah dengan perubahan logo Kemenhut dari kayu hutan dia ganti dengan sawit BersihkanKabinetPrabowo 1 40",0,negatif,0,negatif,0,negatif,0,negatif
"Awal 2024 BMKG mencatat curah hujan ekstrem di Sumatera Barat dan Aceh akibat pengaruh La Niña lemah, yang memicu banjir bandang di Agam dan Tanah Datar. 2018–2020 Sumatera Utara dan Riau beberapa kali dilanda hujan lebat berhari‑hari, terutama saat puncak musim hujan Desember 1 74",1,netral,1,netral,1,netral,1,netral
"PDI Perjuangan Hadir di Tengah Banjir, Buka Posko Kesehatan untuk Warga Aceh Utara PDI Perjuangan Hadir di Tengah Banjir, Buka Posko Kesehatan untuk Warga Aceh Utara 32",2,positif,2,positif,2,positif,2,positif
"Dia gak tahu kalau penyebab Banjir di Aceh separah itu dampak dari Konsesi perusahaan Sawitnya. Semoga video ini menjadi pembelajaran bagi mereka yang salah pilih, apalagi memilih si Anu karena Amplop, Indomie, dan Minyak Goreng Murahan. .",0,negatif,0,negatif,0,negatif,0,negatif
"gue nggak heran banyak orang nggak terima sama pernyataan kayak gitu. Soalnya kondisi di lapangan parah banget. Sumatra lumpuh karena banjir dan longsor, dan penyebab utamanya ya jelas hutan dirusak terus, lahan dibuka sembarangan- 1 711",0,negatif,0,negatif,0,negatif,0,negatif
Halo InsanDiktisaintek Kemdiktisaintek bersama perguruan tinggi di Indonesia terus mendorong aksi pemulihan banjir dan longsor di Sumatra. 4 300,2,positif,2,positif,2,positif,2,positif
Analis komunikasi politik Hendri Satrio menyoroti peningkatan komunikasi publik pemerintah terkait penanganan bencana di Sumatera. banjirsumatra banjir,1,netral,1,netral,1,netral,1,netral
Penanganan dampak bencana Aceh sumatera oleh pemerintah sangat baik. Good Job.. 6,2,positif,2,positif,2,positif,2,positif
"BADAN Penanggulangan Bencana Daerah (BPBD) Sumatra Utara bungkam ketika ditanya soal faktor lain, selain hujan ekstrem, yang memperparah banjir dan tanah longsor. BPBD Sumut Bungkam soal Dugaan Faktor Penyebab Banjir di Tapanuli Utara 303",0,negatif,1,netral,0,negatif,0,negatif
"Pemerintah bergerak cepat menangani banjir di Sumatra tanpa menunggu penetapan formal. Bantuan, evakuasi, dan koordinasi terus berjalan demi keselamatan warga. Pemerintah Hadir. 2 32",2,positif,2,positif,2,positif,2,positif
"Akun parodi Gue liat video BPBD yg lagi evakuasi korban kecapekan beneran pengen nangis.. pas masih KSR dan volunteer di wilayah terdampak banjir yg ga segede Sumatra aja udah se complicated dan semelelahkan itu. Padahal bantuan jg jor joran, ga kayak yg di Sumatra yg bahkan terisolasi 1 197",0,negatif,0,negatif,0,negatif,0,negatif
"Klarifikasi Santai Menko Zulhas Usai Dih*uj4t Panggul Beras saat Kunjungi Korban Banjir Sumatera. jambi.tribunnews. Klarifikasi Santai Menko Zulhas Usai Dihujat Panggul Beras saat Kunjungi Korban Banjir Sumatera -... Menko Bidang Pangan, Zulkifli Hasan (Zulhas), akhirnya buka suara menanggapi video viral yang menuai kritik tajam di media sosial. 1 1 532",0,negatif,0,negatif,0,negatif,0,negatif
"Akun komentar Sumatera kembali berduka. Banjir dan longsor yang melanda Aceh, Sumatera Barat, dan Sumatera Utara meninggalkan kehancuran besar rumah-rumah hanyut, fasilitas umum rusak, dan ribuan keluarga kehilangan tempat tinggal. Aceh • 119.988 jiwa terdampak • 35 meninggal, 25 2 301",0,negatif,0,negatif,0,negatif,0,negatif
"dan • RI-1 aja GAK PEDULI! Sedang berkunjung ke Pakistan entah urusan apa di tengah keprihatinan banjir/longsor di berbagai daerah di Indonesia, khususnya di Aceh Sumut Sumbar. • Semua Menteri2/Kepala2 Daerah Pejabat2 TAHU kalo RI-1 hanya mampir sekejap, stlh itu ngilang. 15",0,negatif,0,negatif,0,negatif,0,negatif
"Pengalaman bencana gempa Aceh (2004), Nias (2005) Padang (2009). Bencana longsor dan banjir jg bukan pertama kali. Daerah harusnya sdh siap dgn bencana besar. Pusat backup. Semuanya tidak harus dengan status bencana nasional. 1 76",1,netral,1,netral,1,netral,0,negatif
"NEKAT HENDAK MENCURI DI RUMAH WARGA TERDAMPAK BENCANA ACEH WASPADA..!! Modus baru, Ditengah musibah Banjir, Sengaja Diberitakan Air Laut Naik supaya Masyarakat panik lantas mereka akan melancarkan aksinya.!!! Alhamdulillah aksinya GAGAL TOTAL!!! Sc. Awan_Muis 11 72 180",0,negatif,0,negatif,0,negatif,0,negatif
"Akun parodi Kota nya seperti kota zombie mayat manusia dan hewan di jalan semua,akses disana tertutup harus jalan kakii ke kota nya dri seumadam soalnya Masi tergenang air. aceh Tamiang bnyk org yg gatau,dan ACEH TAMIANG LEBIH parah dri tsunami Aceh 2004kemarin terimakasih 304",0,negatif,0,negatif,0,negatif,0,negatif
"Pray aceh, sumut, dan sumbar 9",1,netral,1,netral,2,positif,1,netral
Kemenhub KN Antares salurkan bantuan dan evakuasi korban banjir Aceh Kemenhub KN Antares salurkan bantuan dan evakuasi korban banjir Aceh 416,0,negatif,2,positif,0,negatif,0,negatif
"PrayForSumatera AllEyesOnSumatera innalillahi wa inna ilaihi rojiun. stay safe, teman-teman di Sumatera. mari warga jaga warga. insyaAllah bantuan segera datang, baik dari sesama warga maupun Tuhan YME. semoga kita semua selalu dalam dekap lindungan Tuhan, aamiin. 57",2,positif,2,positif,2,positif,2,positif
"Kok berita bencana di sumatra ga heboh ya, sumbar rata banjir hujan longsor , temen2 ku org sana pada ngungsi di tempat yang sekira aman, jalan putus lampu mati sinyal susah. Hujan angin ga berhenti2, 1 184",0,negatif,0,negatif,0,negatif,0,negatif
"Doa tulus untuk saudara-saudara di Aceh, Sumbar, dan Sumut. Terima kasih kepada PLN yang memulihkan listrik siang-malam. Semoga kondisi segera pulih dan semua diberi kekuatan...aamin 19",2,positif,2,positif,2,positif,2,positif
"Di tengah situasi yang penuh tantangan, bantuan ini diharapkan dapat memperkuat harapan, menumbuhkan semangat, serta mendukung proses pemulihan masyarakat agar dapat bangkit secara bertahap. lpbinu nupeduli prayforsumatera prayforaceh",2,positif,2,positif,2,positif,2,positif
"Halo TemanPemilih, Sekretaris KPU Provinsi Sumatera Utara (KPU Sumut), Sapran Daulay, memberikan apresiasi kepada Aparatur Sipil Negara (ASN) KPU Sumut atas kedisiplinan mereka dalam mengikuti Apel Pagi yang digelar setiap minggunya. 2 122",2,positif,2,positif,2,positif,2,positif
"Cape ngurus motor ieu, meulina mah murah. Ririwitna moal aya ( Jaba jibrug jaba mogok anzeeeengglah 2 1 380",0,negatif,0,negatif,0,negatif,0,negatif
"Pemerintah Sigap untuk Aceh Sumatra. bersama kita bersatu pulihkan wilayah Aceh, Sumut dan Sumbar 33",2,positif,2,positif,2,positif,2,positif
"Ngeri! Tak Kuat Pegangan Tali, Momen Dramatis Penyelamatan Warga yang Terseret Arus Banjir di Batang Busuk Padang kabarfajar. Ngeri! Tak Kuat Pegangan Tali, Momen Dramatis Penyelamatan Warga yang Terseret Arus Banjir di... Batu Busuk, Padang, Sumatera Barat kembali diterjang banjir susulan usai hujan deras di hari Minggu. 14",0,negatif,0,negatif,0,negatif,0,negatif
"Polda DIY resmi memberangkatkan bantuan kemanusiaan untuk masyarakat terdampak bencana banjir dan longsor di sejumlah wilayah Provinsi Aceh, Sumatera Utara dan Sumatera Barat. Bid Humas Polda DIY () • Instagram photos and videos 1 62",2,positif,2,positif,2,positif,2,positif
"Sebanyak 12 perusahaan perusak lingkungan di Aceh diungkap, diduga berkontribusi terhadap banjir bandang yang merugikan masyarakat. 26",0,negatif,0,negatif,0,negatif,0,negatif
"Banjir besar yang melanda Kecamatan Batang Toru, Kabupaten Tapanuli Selatan, Sumatera Utara, pada akhir November lalu menyisakan kisah keberanian seorang polisi. Aipda Jhon Kennedy Habiahan, Bhabinkamtibmas Polsek Batang Toru, turun langsung membantu warga saat Sungai Batang",2,positif,2,positif,2,positif,0,negatif
"Kalau dulu banjir disebut bencana alam. Skrng gw sebut banjir itu bencana yang disebabkan sama manusia. Udh bukan bencana alam lagi. Gila aja babat terus hutan sama pohon. Banyak hewan yg kehilangan tempat tinggal, banjir pula. Orang kaya kalo kebanjiran tinggal ngungsi 3 51 487",0,negatif,0,negatif,0,negatif,0,negatif
Empat ekor gajah dikerahkan Balai Konservasi Sumber Daya Alam (BKSDA) Aceh untuk ikut membantu membersihkan puing-puing kayu hingga material berat yang terseret arus banjir bandang di Pidie Jaya. Tampak para gajah dengan perkasa memindahkan material kayu yang menumpuk di 134,2,positif,2,positif,2,positif,0,negatif
"Menindaklanjuti instruksi Presiden Prabowo Subianto, Muhammad Rahul mengirimkan 15.000 paket sembako untuk membantu warga yang terdampak bencana banjir bandang di wilayah Sumatera Barat.",2,positif,2,positif,2,positif,2,positif
Ya Allah temen yg tinggal di Aceh kena banjir sampai ngungsi ke kantor suaminya... Semoga banjirnya lekas surut 101,0,negatif,0,negatif,0,negatif,0,negatif
"Beneran deh, kerjasama pak polisi sama PLN bikin hidup di Sumbar normal balik 29",2,positif,2,positif,2,positif,2,positif
"Traumanya ada bgt… meski dirumahku baru kena dikit, tp kami semua panik karna terbayang rumah2 yg tenggelam jd memilih untuk ngungsi meskipun harus melewati arus air yg deras itu ditengah2 banjir itu di telp sm paman aku nanya keadaan akhirnya aku jawab sambil nangis2 sedih",0,negatif,0,negatif,0,negatif,0,negatif
Wujud nyata Projo Peduli Bencana arahan Budi Arie Setiadi pacu solidaritas nasional bagi Sumatra melalui bantuan logistik dan perbaikan infrastruktur Presiden Prabowo Projo tetap Setia Digaris Rakyat PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera 11,0,negatif,2,positif,0,negatif,0,negatif
akuu ga bisa nonton dream malem ini tampil di SBS rumah kuu kebanjiran dalem bgt AAAAAAA 1 111,0,negatif,0,negatif,0,negatif,0,negatif
"Aksi Aipda Edwien Evakuasi Ibu Hamil di Tengah Banjir Balangan bacakabar. Aksi Aipda Edwien Evakuasi Ibu Hamil di Tengah Banjir Balangan BALANGAN — Telepon yang berdering pada Selasa dini hari, sekitar pukul 03.00 WITA, menjadi awal sebuah misi darurat bagi Aipda Edwien. Di ujung sambungan, tersampaikan kabar seorang ibu hamil di... 18",2,positif,2,positif,2,positif,0,negatif
Akun parodi Medan hujan lagi mana lumayan deres doain ya semoga ngga banjir lagi 153,1,netral,1,netral,0,negatif,0,negatif
Bonus Variasi Mari terus dukung kerja nyata para taruna. Setiap langkah kecil mereka di Aceh Tamiang hari ini adalah kontribusi besar bagi ketahanan nasional di daerah terdampak bencana banjir yang melanda. Kemenkum Jabar - Asep Sutandar,1,netral,2,positif,2,positif,2,positif
"Akun parodi dan Ternyata hakim² ini tdk tone deaf. Spt bgmn hakim Saldi Isra (asal Padang) menyebutkan komen pejabat ""banjir Sumatera hanya mencekam di medsos"". Saatnya pemohon mengambil hati para judicial hero. Tentu dg strategis, hrs bisa membuktikan legal standing dulu. 53",2,positif,0,negatif,0,negatif,0,negatif
"demo besar bln Agustus, penabrakan ojek ( Affan) penangkapan aktivis, Keracunan MBG, Polemik ijazah jokowi, bencana banjir & longsor di Sumatera, penemuan gelondongan kayu di balik becana Sumatra. tolong pak presiden 2026 harus ada perubahan. 61",0,negatif,0,negatif,0,negatif,0,negatif
