id,text_with_emoticon,sentimen_old,label_old,label_llm,confidence,reason,need_review
2861,"Foto-foto: Kerusakan meluas di Aek Garoga, Kecamatan Batang Toru, Tapanuli Selatan, Sumatera Utara, Sabtu (29/11/2025). #PrayForTapanuli BPBD Tapanuli Selatan mencatat hingga Sabtu (29/11) sebanyak 43 korban meninggal dunia di wilayahnya akibat banjir bandang pada Selasa Tampilkan lebih banyak 1 3 1 rb",negatif,0,negatif,90,Tweet melaporkan kerusakan meluas dan jumlah korban meninggal yang tinggi akibat banjir bandang.,False
2872,"Duka di Aceh, Sumatera Barat, dan Sumatera Utara adalah duka kita bersama. Karantina Sulawesi Selatan turut berempati dan mendoakan keselamatan seluruh warga terdampak pada musibah banjir dan longsor. Semoga kondisi segera pulih dan masyarakat diberi ketabahan. #PrayForSumatera 1 102",negatif,0,positif,95,"Tweet berisi ungkapan duka, empati, doa, dan harapan untuk pemulihan korban bencana.",True
2875,"Antisipasi Banjir, Pemkot Palembang Bangun Pintu Air di Kolam Retensi sumsel.idntimes.com Antisipasi Banjir, Pemkot Palembang Bangun Pintu Air di Kolam Retensi Antisipasi dan pengendalian banjir di Palembang masih jadi pekerjaan rumah bagi pemerintah kota (pemkot) saat musim penghujan berlangsung. Salah satu upaya mengatasi kenaikan debit air tersebut dilaku 112",positif,2,positif,90,Tweet melaporkan upaya pemerintah kota untuk mengantisipasi dan mengendalikan banjir.,False
2879,"Sejumlah video viral di media sosial memperlihatkan kayu gelondongan ikut terseret arus deras saat banjir melanda wilayah Tapanuli Selatan-Tengah, Sumatera Utara, Rabu (26/11/2025). Kepala Dinas Lingkungan Hidup dan Kehutanan (DLHK) Sumatera Utara, Heri Wahyudi Marpaung 2 112",netral,1,negatif,85,"Tweet menggambarkan dampak banjir yang membawa kayu gelondongan, mengindikasikan kerusakan lingkungan.",True
2892,"Hati kami turut berduka cita atas bencana banjir dan longsor yang melanda sejumlah wilayah di Sumatera Utara, termasuk Tapanuli Tengah, Tapanuli Selatan, Tapanuli Utara, Sibolga, Padangsidempuan, Mandailing Natal, Nias, dan Nias Selatan. #PrayForSumut #SumateraUtara #BanjirSumut 3 2 5 366",negatif,0,positif,95,Tweet berisi ungkapan duka cita dan doa untuk wilayah yang dilanda bencana.,True
2895,"Empat kabupaten di Sumatera Utara—Sibolga, Tapanuli Utara, Tapanuli Tengah, dan Tapanuli Selatan—mengalami banjir, banjir bandang, dan longsor akibat cuaca ekstrem pada Senin (24/11) dan Selasa (25/11). BNPB pun mengambil langkah penanganan darurat. Kepala BNPB, Letjen TNI Tampilkan lebih banyak 1 3 605",netral,1,netral,90,Tweet melaporkan kejadian bencana dan langkah penanganan darurat yang diambil.,False
2898,Membalas @narkosun Terjadi banjir bandang yang sama di sipirok kabupaten Tapanuli Selatan Sumatera Utara 194,netral,1,netral,90,Tweet hanya melaporkan fakta terjadinya banjir bandang.,False
2900,"Kemkomdigi melaporkan terjadinya gangguan layanan telekomunikasi di Kabupaten Tapanuli Tengah, Kabupaten Tapanuli Selatan dan Kota Sibolga, Provinsi Sumatera Utara imbas bencana banjir dan longsor yang melanda wilayah tersebut pada Rabu (26/11). ""Berdasarkan data sebaran Tampilkan lebih banyak 4 3 698",netral,1,negatif,90,Tweet melaporkan gangguan layanan telekomunikasi sebagai dampak negatif bencana.,True
2907,"Banjir bandang dan longsor melanda 11 kabupaten dan kota di Sumatera Utara. Sebanyak 25 orang meninggal akibat bencana itu. Akses jalan menuju Tapanuli Tengah, Tapanuli Selatan, dan Kota Sibolga masih lumpuh. Sementara akses internet dan telepon belum tersambung. Baca di Tampilkan lebih banyak 2 4 6 1 rb",negatif,0,negatif,95,"Tweet melaporkan bencana yang meluas, korban meninggal, dan lumpuhnya akses jalan serta komunikasi.",False
2928,"Membalas @illegirl7_twt @0xfullwin dan 2 lainnya coba bayangkan tua hanyut behari2 diatas atap ga makan dan minum air banjir, begitu surut tua gapunya baju gapunya rumah, kelaparan, kehausan,kedinginan, ketakutan tiap malam ditengah kegelapan. Selama sebulan penuh, hidup berdampingan sama mayat yg busuk apakah orng tua kuat? 1 64",negatif,0,negatif,95,"Tweet menggambarkan penderitaan, ketakutan, dan kondisi mengerikan yang dialami korban banjir.",False
2943,VIDEO Banjir Susulan Polres Aceh Selatan Kembali Bersihkan Lumpur VIDEO Banjir Susulan Polres Aceh Selatan Kembali Bersihkan Lumpur - Serambinews.com Dari aceh.tribunnews.com 51,netral,1,negatif,85,"Tweet melaporkan adanya banjir susulan dan upaya pembersihan lumpur, menunjukkan dampak negatif yang berulang.",True
2963,"Membalas @eotteonnyeon akan mengendap dan mengakibatkan pendangkalan pada sungai eksisting. perubahan penampang dan kapasitas sungai ini berdampak trhdap kemampuan sungai dalam menerima debit banjir, dalam skala hujan curah rendahpun, sungai dgn keadaan sprti itu tidak akan mampu sebagaimana mestinya 1 71",negatif,0,negatif,90,Tweet menjelaskan dampak negatif pendangkalan sungai yang memperburuk risiko banjir.,False
2969,"Tanggap darurat banjir Aceh masih lanjut, penanganan dilakukan tanpa henti, tim BNPB dkk sigap jalankan misi #PercepatanPenanganan biar warga tetap aman dan kebutuhan terpenuhi 25",positif,2,positif,95,Tweet melaporkan penanganan darurat yang sigap dan berkelanjutan untuk memastikan keamanan dan kebutuhan warga.,False
2971,banjir mlm mlm 86,negatif,0,netral,80,Tweet hanya menyatakan fakta terjadinya banjir di malam hari tanpa emosi.,True
2980,Banjir Sumatera 2025 harus jadi pengingat bagi semua pihak untuk pny komitmen yang sama. Salut u/ TPL yg konsisten menjadi industri lestari Buletin Medan (@buletinmedan) • Instagram reel Dari instagram.com 7,positif,2,positif,90,Tweet memberikan apresiasi kepada perusahaan yang konsisten menjadi industri lestari sebagai pengingat pasca banjir.,False
2981,Toba Pulp Lestari sejauh ini selalu konsisten menjadi industri lestari. kita selayaknya mengapresiasi TPL. maju terus toba pulp.. bencana banjir Sumatera adalah pengingat. semoga tidak ada lagi kedepannya Buletin Medan (@buletinmedan) • Instagram reel Dari instagram.com 21,positif,2,positif,95,Tweet memberikan apresiasi tinggi terhadap perusahaan dan harapan agar bencana tidak terulang.,False
2997,"Membalas @steffaniBPM ada kolega yang bapake yo wes ngono iku tapi dia acab. ada juga yang keluarganya oligarchhh dan ga pernah peduli soal peringatan darurat, banjir di sumatra, dst dst. ada yang bukan sapa2 tapi ga peduli juga. ada yang bukan sapa2 tapi vokal soal isu sosial. 1 129",netral,1,negatif,90,"Tweet mengkritik ketidakpedulian beberapa pihak, termasuk keluarga oligarki, terhadap bencana banjir.",True
2998,"Cerita Warga Aceh Tamiang saat Banjir Datang, Bertahan di Atap dengan Kondisi Gelap Gulita: Cuma Bisa Teriak Minta Tolong jurnalnews.id Cerita Warga Aceh Tamiang saat Banjir Datang, Bertahan di Atap dengan Kondisi Gelap Gulita: Cuma... Usai banjir datang, listrik terputus dan membuat malam gelap gulita saat para warga berteriak minta tolong kepada tim penyelamat. Sampai m 23",negatif,0,negatif,95,Tweet menceritakan kondisi warga yang bertahan di atap dalam kegelapan dan berteriak minta tolong.,False
3002,"Membalas @tvOneNews Adinda @davelaksono @DPR_RI segera bentuk Pansus Bencana Aceh dan Sumatera, Negara lamban bahkan tidak mampu mengatasi bencana Aceh lebih dahsyat dari sunami karena ber ulang - ulang terjadi Banjir, @prabowo alzheimer mengidap narsistik ( NPD) rakyat Aceh jadi korban, akar Tampilkan lebih banyak 1 78",negatif,0,negatif,95,Tweet berisi kritik keras terhadap kelambanan negara dalam mengatasi bencana berulang dan serangan pribadi terhadap pejabat.,False
3011,"guys hari ini kita turut berduka cita atas bencana banjir yang menimpa Sumatera. khususnya di Aceh. mengapa begitu? karena hari ini 21 tahun silam kita mengenang tragedi mahadahsyat yang takkan pernah lupa oleh masyarakat Aceh, Gempa dan Tsunami Samudra Hindia 2004. 1 203",negatif,0,negatif,90,Tweet menyatakan duka cita atas bencana banjir dan mengenang tragedi dahsyat masa lalu.,False
3034,"Bantuan masih terus mengalir untuk korban bencana hidrometeorologi di Indonesia. Kali ini, Starbucks bersama beberapa yayasan memberikan bantuan pasca-bencana. #Lingkungan #AdadiKompas kompas.id Starbucks Bantu Korban Banjir Sumatera Bantuan masih terus mengalir untuk korban bencana hidrometeorologi di Indonesia. Kali ini, Starbucks bersama beberapa yayasan memberikan bantuan pascabencana. 1 327",negatif,0,positif,95,Tweet melaporkan bantuan yang terus mengalir dan diberikan untuk korban bencana.,True
3039,Kepolisian Daerah Nusa Tenggara Barat mengirim satu satuan setingkat kompi atau setara 100 personel Brimob untuk membantu pemulihan pascabencana banjir bandang di Aceh Tamiang. Polda NTB kirim satu SSK Brimob bantu pemulihan di Aceh Tamiang Dari antaranews.com 537,positif,2,positif,95,Tweet melaporkan pengiriman personel Brimob untuk membantu pemulihan pascabencana.,False
3042,USK menyatakan akan membebaskan UKT hingga selesai studi bagi mahasiswa yang keluarganya meninggal dunia dalam bencana banjir dan longsor. USK bebaskan uang kuliah mahasiswa yang keluarganya meninggal dunia Dari antaranews.com 331,negatif,0,positif,95,Universitas memberikan bantuan pembebasan UKT bagi mahasiswa terdampak bencana.,True
3055,Bupati Aceh Utara Ismail A Jalil mengeluhkan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka belum menjenguk wilayahnya sejak bencana banjir besar melanda akhir November 2025 lalu. “Mungkin di Aceh Utara selama ini… Pak Presiden selalu ke Tamiang dan Tampilkan lebih banyak 4 2 1 rb,negatif,0,negatif,95,Bupati mengeluhkan presiden belum menjenguk wilayahnya yang terdampak banjir.,False
3075,Membalas @BANGSAygSUJUD @prabowo dan 10 lainnya Perhatian Presiden Prabowo begitu besar pd rakyat Aceh Sumut Sumbar Saat ini bencana banjir mengancam semua wilayah namun semua maklum bila Presiden fokus pd Sumatera 1 2 76,negatif,0,positif,90,Tweet mengapresiasi perhatian presiden terhadap rakyat terdampak bencana di Sumatera.,True
3101,"Sinergi pemerintah TNI Polri BNPB hadir membantu warga terdampak bencana Sumatera Prabowo Respon Cepat memastikan pemulihan menyeluruh berjalan Listrik Kembali Menyala sistem besar Sumatera aktivitas warga berangsur normal aman stabil. Kondisi Terkini Pasokan BBM, LPG, Listrik ke Daerah Terdampak Banjir Sumbar Dari finance.detik.com 46",positif,2,positif,95,Menggambarkan sinergi pemerintah dan respons cepat dalam pemulihan pascabencana.,False
3107,"Sejak hari pertama, penanganan bencana banjir dan longsor besar di Sumatera telah ditetapkan sebagai skala nasional. Presiden RI Prabowo Subianto turun langsung meninjau daerah terdampak, khususnya di Sumatera Barat. 1 rb",positif,2,positif,90,Menginformasikan penanganan bencana skala nasional dan peninjauan langsung oleh presiden.,False
3150,"Membalas @chairmanGLC Egonya kesenggol, Kak. 'Kita Bangsa yang Besar' katanya, jadi tidak butuh bantuan dari luar negeri. Padahal sampai hari ini masih ada beberapa daerah yang masih sangat membutuhkan bantuan. Banyak korban yang selamat dari banjir, tapi gugur akibat penyakit/malnutrisi 2 286",negatif,0,negatif,95,Mengkritik penolakan bantuan luar negeri dan kondisi korban yang masih membutuhkan bantuan.,False
3171,Direktorat Tindak Pidana Tertentu Badan Reserse Kriminal Polri menyelidiki temuan kayu gelondongan yang diduga terbawa banjir bandang di wilayah Aceh Tamiang. Kayu-kayu berukuran besar itu berserakan di sekitar puing-puing bangunan yang tersapu banjir bandang. #infoPKU 2 266,netral,1,netral,95,Laporan faktual mengenai penyelidikan temuan kayu gelondongan pasca banjir bandang.,False
3192,ditengah duka banjir sumatera Projo Peduli Bencana tetap Setia Digaris Rakyat mendampingi warga sesuai visi Budi Arie Setiadi dalam solidaritas sosial Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 4,negatif,0,positif,90,Menggambarkan Projo yang peduli bencana dan mendampingi warga terdampak banjir.,True
3216,Projo Peduli Bencana tidak tinggal diam melihat banjir Sumatera Setia Digaris Rakyat diwujudkan lewat gotong royong nasional Budi Arie Setiadi mendorong Projo membantu warga sekaligus mendukung kerja keras pemerintah. Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 19,positif,2,positif,90,Menggambarkan Projo yang aktif membantu warga terdampak banjir melalui gotong royong.,False
3221,Projo Peduli Bencana di bawah Budi Arie Setiadi Setia Digaris Rakyat menjaga Indonesia saling peduli kuatkan Sumatera bangkit bersama Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 3,positif,2,positif,90,Menggambarkan Projo yang peduli dan mengajak persatuan untuk bangkit bersama.,False
3226,persatuan nasional adalah kunci dan Projo Peduli Bencana tetap Setia Digaris Rakyat bersama Budi Arie Setiadi memulihkan sumatera dari dampak bencana banjir besar PROJO Serukan Persatuan Nasional untuk Ringankan Derita Korban Banjir Sumatera Dari news.fin.co.id 4,negatif,0,positif,90,Menyerukan persatuan nasional untuk memulihkan Sumatera dari dampak bencana banjir.,True
3241,"Membalas @CNNIndonesia Halo pemimpin negara besar, negara kuat @prabowo ...berkat ulah anda tdk becus menangani korban banjir Sumatra, ada anak2 yg bahkan belum dapat makan. Puaskah anda menyaksikan kondisi demikian??? 107",negatif,0,negatif,95,Mengkritik pemimpin negara yang dianggap tidak becus menangani korban banjir.,False
3254,"Belanda telah berkomitmen memberikan bantuan darurat pemulihan dampak banjir dan longsor sebesar €3 juta (setara dengan Rp586,72 miliar) untuk mendukung masyarakat di Sumatera, demikian pernyataan Kedutaan Besar Belanda. Belanda salurkan bantuan darurat sebesar Rp586,72 miliar untuk korban banjir dan siklon di Sumatera Dari trtindonesia.com 108",negatif,0,positif,95,Menginformasikan bantuan darurat dari Belanda untuk korban banjir di Sumatera.,True
3262,"Membalas @Gerindra Hari ini tgl. 17 Desember 2025... Sekian minggu setelah ""banjir besar dan longsor"" di SumBar, SuMut dan Aceh...... Desakan status BENCANA NASIONAL semacam tuit 21. Agsts 18 ini sampe kiamat pun nggak kan ada lagi.... 114",negatif,0,negatif,90,Mengeluhkan tidak adanya penetapan status bencana nasional meskipun sudah berminggu-minggu.,False
3303,"Wakapolri Komjen Pol. Prof. Dr. Dedi Prasetyo, S.H., M.Hum., M. Si., M.M., meninjau langsung penyaluran bantuan kemanusiaan Polri bagi warga terdampak bencana di Kabupaten Padang Pariaman, Sumatera Barat, Minggu (28/12/2025). Kunjungan tersebut menjadi bagian dari komitmen Polri Tampilkan lebih banyak 45 10 70 3 rb",positif,2,positif,95,Menginformasikan kunjungan Wakapolri dan penyaluran bantuan kemanusiaan Polri.,False
3304,Membalas @cikinsausntar2 dan @salam4jari Kayunya di tebang di Mentawai. Mentawai letaknya 150KM di seberang lautan dari Padang. Jadi nggak ada hubungan dengan bencana Sumbar. 99,negatif,0,netral,90,Memberikan klarifikasi faktual mengenai asal kayu dan hubungannya dengan bencana Sumbar.,True
3324,"Pemerintah mempercepat penyaluran Dana Tunggu Hunian (DTH) bagi korban bencana alam di Sumatera Barat, Sumatera Utara, dan Aceh. #pemerintah #DTH #pancabencana #sumatera #indonesia 26",negatif,0,positif,95,Menginformasikan percepatan penyaluran Dana Tunggu Hunian oleh pemerintah.,True
3326,"Polsek Parongil bersama dengan dengan Porkopinca, Tokoh Agama, Tokoh Pemuda dan Tokoh Organisasi Melaksanakan Acara Doa Bersama Lintas Agama Untuk Korban Bencana Alam Aceh, Sumatera Utara Dan Sumatera Barat di Polsek Parongil instagram.com Polsek Parongil Presisi (@polsekparongilpresisi) • Instagram photos and videos 22",negatif,0,positif,90,Menginformasikan acara doa bersama lintas agama untuk korban bencana.,True
3329,"Membalas @brokxoli Pemerintah terus berkomitmen untuk mempercepat penanganan dampak bencana, khususnya kerusakan rumah warga, bantuan sosial, serta penguatan kembali pemerintahan daerah di wilayah terdampak di Provinsi Aceh, Sumatera Utara, dan Sumatera Barat. 1 16",negatif,0,positif,95,Menginformasikan komitmen pemerintah untuk mempercepat penanganan dampak bencana.,True
3336,"Tahap awal pembangunan huntara untuk korban terdampak banjir di Agam Sumatera Barat tengah berlangsung. Alhamdulillah, semoga tidak membutuhkan waktu lama bisa selesai, sehingga ada tempat berlindung dan beristirahat lebih layak. Good job TNI. Untuk diketahui, pembangunan Tampilkan lebih banyak 4 10 21 445",negatif,0,positif,95,Menginformasikan pembangunan hunian sementara dan harapan agar cepat selesai.,True
3337,"#Ketua BADKO HMI Sumbar #Ketua Umum SEMMI Sumbar Kami sangat apresiasi atas apa yg telah diberika kepada masyarakat dari POLRI dan kunjungan langsung dari Bapak Wakapolri, semoga dgn bantuan POLRI hari ini Sumatera Barat Pulih & Bangkit Kembali. D Maulana (@minang_kabau_new) • Instagram reel Dari instagram.com 16",positif,2,positif,95,"Mengapresiasi bantuan dari Polri dan kunjungan Wakapolri, serta harapan pemulihan.",False
3358,"Banjir dan longsor di Sumatera disebut sebagai salah satu bencana terbesar dalam sejarah. Total korban meninggal di Aceh, Sumatera Utara, dan Sumatera Barat terus bertambah. #PrayForSumatera 42",negatif,0,negatif,90,Menginformasikan bencana besar dengan jumlah korban meninggal yang terus bertambah.,False
3359,PLN kerahkan petugas untuk pulihkan kondisi jaringan listrik yang terdampak bencana banjir dan tanah longsor di Sumatera Barat. Sejumlah lokasi di Kabupaten Padang Panjang dan Solok sedang kami lakukan pemulihan dan mohon doa Electrizen agar kondisi kian membaik. #PLN 72,positif,2,positif,90,Menginformasikan upaya PLN memulihkan jaringan listrik dan permohonan doa.,False
3361,"Hingga Rabu pagi, (3/12/2025), banjir bandang yang melanda Aceh, Sumatera Utara, dan Sumatera Barat telah menelan 753 korban jiwa. Hanya dalam satu malam, angka itu melonjak 45 orang dari laporan sebelumnya. Update Korban Banjir di Aceh, Sumut dan Sumbar hari Ini: Korban Meninggal Bertambah Jadi 753 Orang... Dari aceh.tribunnews.com 71",negatif,0,negatif,95,Laporan faktual mengenai jumlah korban jiwa yang tinggi dan terus bertambah akibat banjir bandang.,False
3388,"Doa kami untuk masyarakat di Aceh, Sumatera Utara, Sumatera Barat, dan sekitarnya Kesehatan Healthies adalah modal utama untuk bangkit kembali. Yuk, bersama kita saling bantu, saling jaga, saling menguatkan saudara-saudara kita yang sedang tertimpa bencana PRAY FOR SUMATERA 71",positif,2,positif,95,"Mengungkapkan doa, dukungan, dan ajakan untuk saling membantu korban bencana.",False
